tanggal;lintang;bujur;paddy
6/13/2024;-6.859536;110.867024;1
4/28/2024;-6.369413;107.794216;1
3/19/2024;-6.327794;108.301859;1
6/12/2024;-7.639434;109.559364;1
6/25/2024;-7.792238;110.247084;1
6/12/2024;-6.86025;110.79133;1
6/12/2024;-7.59557;109.449054;1
4/27/2024;-6.215678;107.34158;1
6/11/2024;-6.975104;110.171256;1
6/28/2024;-6.996006;109.052548;1
6/27/2024;-6.896703;109.405991;1
6/11/2024;-7.426822;109.411378;1
6/11/2024;-7.434469;109.352836;1
3/19/2024;-6.481664;108.07483;1
6/28/2024;-6.970628;109.094476;1
2024-01-15;-6.335310717339167;107.18153677688986;0
6/24/2024;-7.780926;109.949408;1
6/11/2024;-7.435335;109.352103;1
6/12/2024;-7.595465;109.450577;1
6/11/2024;-7.436185;109.352786;1
6/28/2024;-6.97073;109.093348;1
6/15/2024;-7.123189;110.399984;1
6/24/2024;-7.847055;110.315115;1
3/16/2024;-6.147804;107.338675;1
2024-12-10;-6.316579225276372;107.00426472302236;0
6/11/2024;-7.435149;109.351925;1
2024-10-20;-7.093370644896677;105.88762889187127;0
6/27/2024;-6.872067;109.391053;1
3/19/2024;-6.480944;108.081167;1
2024-04-15;-7.633702978786481;110.24152383885324;0
6/26/2024;-6.90089;109.755535;1
4/29/2024;-6.45413;108.075698;1
6/12/2024;-6.851883;110.798499;1
3/19/2024;-6.400464;108.323887;1
4/26/2024;-6.150586;107.338614;1
2024-02-10;-6.357731130263202;107.35952545445592;0
6/24/2024;-6.652887;110.662809;1
4/29/2024;-6.401375;108.323585;1
6/13/2024;-6.859059;110.86818;1
6/27/2024;-6.896248;109.42954;1
6/10/2024;-6.928703;109.686602;1
3/20/2024;-6.435519;107.884014;1
2024-01-15;-7.223134926555912;110.95289408015616;0
6/10/2024;-6.959268;109.597914;1
6/10/2024;-6.960042;109.598215;1
4/29/2024;-6.481411;108.081813;1
4/29/2024;-6.38445;108.27725;1
6/12/2024;-6.861732;110.792589;1
4/29/2024;-6.404375;108.325096;1
6/28/2024;-6.996155;109.053251;1
3/16/2024;-6.211888;107.344203;1
4/28/2024;-6.354781;107.642;1
2024-03-20;-6.244030568606444;107.48105782484537;0
6/10/2024;-6.982201;109.052833;1
3/20/2024;-6.362356;107.607936;1
4/28/2024;-6.35585;107.640326;1
6/11/2024;-7.426183;109.294685;1
6/11/2024;-6.975492;110.171791;1
4/28/2024;-6.369039;107.793606;1
3/18/2024;-6.260599;107.463545;1
6/26/2024;-6.900386;109.754844;1
6/24/2024;-6.714861;110.706679;1
3/19/2024;-6.481633;108.075273;1
2024-04-15;-5.948056182656194;107.95081700683522;0
4/28/2024;-6.356536;107.640256;1
6/15/2024;-7.159947;110.404044;1
6/11/2024;-6.960206;110.193626;1
4/27/2024;-6.294956;107.359165;1
6/27/2024;-6.894482;109.430064;1
4/27/2024;-6.193198;107.494026;1
3/18/2024;-6.293153;107.362077;1
2024-07-20;-8.252741242074933;115.04329353307588;0
3/20/2024;-6.365514;107.631609;1
4/29/2024;-6.385183;108.273638;1
6/10/2024;-6.929391;109.688675;1
6/24/2024;-6.715791;110.707021;1
3/20/2024;-6.363704;107.632052;1
6/12/2024;-7.725726;109.524432;1
6/11/2024;-6.938023;110.218796;1
4/28/2024;-6.363089;107.608469;1
3/18/2024;-6.33274;107.402005;1
6/12/2024;-7.732234;109.725858;1
6/10/2024;-6.95948;109.595122;1
6/25/2024;-7.792291;110.24728;1
6/11/2024;-6.904367;110.184708;1
4/27/2024;-6.234223;107.468691;1
6/24/2024;-6.763158;110.764794;1
6/12/2024;-7.716138;109.489163;1
6/27/2024;-6.897402;109.407265;1
6/10/2024;-6.959556;109.595442;1
6/26/2024;-6.909103;109.749271;1
3/16/2024;-6.15232;107.339393;1
6/13/2024;-6.861693;110.856782;1
6/12/2024;-7.595678;109.449277;1
6/27/2024;-6.872033;109.390145;1
3/16/2024;-6.148868;107.350127;1
3/19/2024;-6.48306;108.075246;1
6/13/2024;-6.868768;110.870692;1
2024-11-15;-6.883381854099508;110.54056795324504;0
6/28/2024;-6.971097;109.094301;1
6/27/2024;-7.388641;109.674929;1
4/28/2024;-6.367446;107.793242;1
4/29/2024;-6.40348;108.324926;1
6/13/2024;-6.811565;110.909918;1
6/26/2024;-6.910021;109.749473;1
4/27/2024;-6.216674;107.342788;1
6/11/2024;-7.435203;109.353224;1
6/10/2024;-6.930014;109.68776;1
6/10/2024;-6.958903;109.597835;1
6/12/2024;-7.594835;109.448642;1
4/27/2024;-6.211484;107.344278;1
4/27/2024;-6.260518;107.461409;1
6/12/2024;-6.852276;110.797786;1
4/27/2024;-6.194334;107.494694;1
6/12/2024;-7.03526;110.538435;1
6/12/2024;-6.852275;110.797334;1
6/26/2024;-6.909916;109.744652;1
4/28/2024;-6.337161;107.599092;1
6/12/2024;-7.732392;109.725673;1
6/13/2024;-6.812668;110.806331;1
3/16/2024;-6.152366;107.339752;1
3/19/2024;-6.382177;108.271806;1
3/19/2024;-6.481396;108.075732;1
6/28/2024;-6.971048;109.094713;1
6/25/2024;-7.869397;110.196554;1
4/27/2024;-6.211748;107.343046;1
4/27/2024;-6.233863;107.467003;1
6/27/2024;-6.896906;109.430305;1
6/26/2024;-6.907498;109.772543;1
6/11/2024;-6.960235;110.194214;1
6/11/2024;-7.504252;109.375283;1
4/27/2024;-6.192637;107.493728;1
6/11/2024;-6.960264;110.194532;1
6/25/2024;-7.793269;110.246653;1
6/10/2024;-6.96161;109.597658;1
6/24/2024;-7.846875;110.315395;1
6/25/2024;-7.793754;110.246536;1
4/29/2024;-6.454184;108.070903;1
6/13/2024;-6.810328;110.963473;1
4/28/2024;-6.327556;107.668139;1
6/12/2024;-7.72508;109.523063;1
3/20/2024;-6.363212;107.633348;1
6/13/2024;-6.809042;110.965104;1
6/15/2024;-7.158973;110.404271;1
6/26/2024;-6.909985;109.744867;1
3/20/2024;-6.361743;107.607805;1
6/12/2024;-7.733026;109.72542;1
6/27/2024;-6.874165;109.381148;1
3/19/2024;-6.401099;108.324441;1
6/26/2024;-6.905992;109.77323;1
6/27/2024;-7.38767;109.67393;1
6/26/2024;-6.910826;109.746912;1
6/15/2024;-7.158787;110.404482;1
4/28/2024;-6.377464;107.832809;1
6/27/2024;-6.896658;109.428975;1
3/19/2024;-6.382634;108.270612;1
6/10/2024;-6.929803;109.686727;1
6/27/2024;-7.409541;109.880927;1
3/20/2024;-6.364719;107.633223;1
6/11/2024;-6.974705;110.170822;1
6/10/2024;-6.929728;109.68673;1
4/27/2024;-6.292122;107.361253;1
6/11/2024;-7.649504;109.209917;1
3/19/2024;-6.481448;108.075453;1
6/27/2024;-6.895218;109.428976;1
6/27/2024;-6.896656;109.406964;1
4/26/2024;-6.150263;107.347742;1
6/26/2024;-6.905424;109.773084;1
6/26/2024;-6.905789;109.770856;1
6/10/2024;-6.960318;109.597611;1
4/29/2024;-6.455818;108.071104;1
6/11/2024;-6.959733;110.194835;1
6/27/2024;-6.896721;109.406159;1
3/19/2024;-6.454333;108.072242;1
6/27/2024;-7.388708;109.674778;1
6/12/2024;-7.749875;109.672802;1
3/20/2024;-6.367594;107.793694;1
3/19/2024;-6.405442;108.324935;1
3/19/2024;-6.481853;108.074832;1
6/11/2024;-7.649613;109.209644;1
6/24/2024;-6.67899;110.654638;1
6/11/2024;-6.974369;110.1706;1
6/24/2024;-7.741379;109.926674;1
6/26/2024;-6.900836;109.755281;1
2024-02-10;-7.555183041433735;108.87445821857445;0
6/11/2024;-7.650675;109.209794;1
6/27/2024;-6.895765;109.429646;1
6/28/2024;-6.994523;109.053558;1
6/11/2024;-7.504739;109.375532;1
4/28/2024;-6.336467;107.601706;1
6/25/2024;-7.868591;110.196431;1
6/10/2024;-6.980687;109.053774;1
6/13/2024;-6.860379;110.869042;1
3/20/2024;-6.377945;107.831923;1
4/28/2024;-6.377867;107.831587;1
6/10/2024;-6.929768;109.688254;1
3/16/2024;-6.152764;107.338949;1
2024-07-20;-5.95527962457221;107.12620763651972;0
3/18/2024;-6.261577;107.464069;1
6/12/2024;-7.716115;109.487694;1
6/11/2024;-6.906764;110.185368;1
6/10/2024;-6.981083;109.053623;1
6/11/2024;-7.435235;109.35239;1
6/10/2024;-6.920694;109.684184;1
6/12/2024;-7.749055;109.67249;1
6/13/2024;-6.813334;110.806356;1
6/27/2024;-6.895771;109.42999;1
4/28/2024;-6.367676;107.794954;1
6/28/2024;-6.993831;109.054305;1
4/27/2024;-6.194788;107.494245;1
3/16/2024;-6.150373;107.349052;1
6/12/2024;-7.59457;109.448532;1
6/13/2024;-6.812235;110.806974;1
2024-10-20;-6.172363569000804;107.02052751395964;0
6/11/2024;-7.61453;109.152448;1
4/29/2024;-6.453642;108.074611;1
4/27/2024;-6.233906;107.46777;1
4/29/2024;-6.385342;108.273441;1
3/16/2024;-6.148226;107.338652;1
3/16/2024;-6.212307;107.34363;1
3/18/2024;-6.260261;107.463865;1
3/20/2024;-6.364603;107.63296;1
6/27/2024;-7.4094;109.881367;1
3/20/2024;-6.361576;107.606297;1
4/29/2024;-6.401173;108.32401;1
6/12/2024;-7.594894;109.448868;1
4/28/2024;-6.336356;107.600233;1
6/12/2024;-7.748843;109.67404;1
4/27/2024;-6.259473;107.461279;1
6/24/2024;-6.653339;110.663261;1
4/29/2024;-6.326999;108.304651;1
4/29/2024;-6.452851;108.074067;1
6/12/2024;-7.594779;109.448876;1
3/16/2024;-6.148263;107.338139;1
3/20/2024;-6.437065;107.883544;1
3/18/2024;-6.260601;107.463093;1
3/19/2024;-6.482743;108.074983;1
6/24/2024;-6.687266;110.676812;1
6/12/2024;-7.732701;109.725781;1
4/27/2024;-6.259505;107.461549;1
4/29/2024;-6.384291;108.271827;1
3/19/2024;-6.32734;108.302308;1
6/10/2024;-6.929188;109.686496;1
6/11/2024;-6.974987;110.171525;1
6/11/2024;-7.426315;109.412592;1
4/28/2024;-6.369428;107.794714;1
4/27/2024;-6.234242;107.464626;1
6/28/2024;-6.970681;109.094722;1
6/12/2024;-7.724958;109.524176;1
3/18/2024;-6.261269;107.461297;1
6/10/2024;-6.929048;109.686796;1
6/10/2024;-6.928717;109.687659;1
6/24/2024;-7.781479;109.948219;1
3/18/2024;-6.333194;107.401555;1
3/16/2024;-6.147757;107.339949;1
4/29/2024;-6.453127;108.075808;1
6/11/2024;-6.93716;110.218861;1
3/18/2024;-6.261619;107.464323;1
6/12/2024;-7.725979;109.524054;1
6/24/2024;-7.741599;109.926871;1
6/15/2024;-7.159671;110.403844;1
6/11/2024;-7.503515;109.375246;1
6/28/2024;-6.971083;109.093325;1
3/20/2024;-6.379017;107.833302;1
6/10/2024;-6.928497;109.687284;1
4/28/2024;-6.355905;107.641023;1
6/12/2024;-7.594828;109.448581;1
3/19/2024;-6.402209;108.323965;1
6/12/2024;-7.639413;109.558446;1
3/20/2024;-6.362621;107.607065;1
6/13/2024;-6.812507;110.910478;1
6/24/2024;-6.653113;110.664456;1
2024-12-10;-7.895619511459808;112.5007522396486;0
6/24/2024;-6.652725;110.663156;1
2024-05-20;-6.106450559372325;107.43743306877003;0
6/28/2024;-6.993864;109.052352;1
4/29/2024;-6.452799;108.075861;1
6/12/2024;-7.6392;109.558346;1
2024-08-15;-6.317939349372308;107.26573474426654;0
6/10/2024;-6.928564;109.687221;1
6/10/2024;-6.929329;109.68833;1
6/11/2024;-7.425734;109.294601;1
6/12/2024;-7.638539;109.558148;1
6/27/2024;-6.874014;109.38266;1
4/29/2024;-6.385646;108.271835;1
6/10/2024;-6.921763;109.683924;1
6/27/2024;-7.387693;109.673979;1
4/29/2024;-6.404732;108.323417;1
3/19/2024;-6.383534;108.271069;1
6/24/2024;-7.741527;109.927694;1
6/24/2024;-7.846619;110.315018;1
3/19/2024;-6.4545;108.072917;1
2024-07-20;-6.847813453012188;115.20013942780668;0
6/12/2024;-7.716373;109.487982;1
6/27/2024;-6.895421;109.428861;1
4/27/2024;-6.215694;107.340811;1
6/12/2024;-7.595946;109.449141;1
3/20/2024;-6.379005;107.833023;1
6/10/2024;-6.930097;109.688208;1
6/11/2024;-7.426422;109.413459;1
4/29/2024;-6.383805;108.277241;1
6/27/2024;-7.387836;109.674179;1
6/11/2024;-6.959651;110.194864;1
4/27/2024;-6.211742;107.344401;1
2024-02-10;-6.3612135080081655;106.84013875804992;0
3/19/2024;-6.4545;108.072917;1
6/12/2024;-7.047932;110.534668;1
6/27/2024;-6.871413;109.391747;1
6/27/2024;-6.896809;109.406953;1
3/16/2024;-6.148755;107.340379;1
6/12/2024;-7.725509;109.523416;1
4/28/2024;-6.354937;107.639987;1
4/27/2024;-6.23455;107.465144;1
6/12/2024;-6.850919;110.797787;1
6/13/2024;-6.810563;110.964419;1
6/12/2024;-7.733289;109.725121;1
6/11/2024;-7.649561;109.209151;1
3/20/2024;-6.363697;107.633407;1
3/19/2024;-6.400667;108.32427;1
6/25/2024;-7.353278;110.53075;1
6/12/2024;-6.86008;110.791388;1
6/13/2024;-6.868583;110.870189;1
6/27/2024;-6.896318;109.406042;1
3/16/2024;-6.212598;107.343471;1
4/27/2024;-6.212351;107.343865;1
6/28/2024;-6.969716;109.093203;1
3/18/2024;-6.261266;107.464509;1
6/12/2024;-7.715334;109.488107;1
6/27/2024;-6.895826;109.407023;1
4/29/2024;-6.401946;108.32422;1
6/12/2024;-7.595662;109.448922;1
4/28/2024;-6.360453;107.608219;1
6/13/2024;-6.860077;110.867396;1
6/11/2024;-6.904968;110.18451;1
6/28/2024;-6.994151;109.054205;1
6/24/2024;-7.74256;109.928181;1
6/11/2024;-6.905072;110.185254;1
3/16/2024;-6.150089;107.349454;1
3/16/2024;-6.14865;107.33863;1
3/20/2024;-6.436253;107.885408;1
4/28/2024;-6.360528;107.612194;1
6/24/2024;-7.845876;110.315931;1
6/11/2024;-7.435583;109.35212;1
2024-01-15;-7.480932103204466;112.4276162602511;0
2024-09-15;-6.542827842495267;111.18981038524448;0
6/28/2024;-6.971059;109.093773;1
6/24/2024;-7.781538;109.948333;1
6/27/2024;-7.411378;109.880062;1
2024-03-20;-7.157610054448719;109.95745622263202;0
3/16/2024;-6.148492;107.337898;1
6/25/2024;-7.792261;110.247836;1
3/16/2024;-6.149107;107.340345;1
2024-10-20;-6.9734357692892255;109.72742671223835;0
2024-04-15;-7.229474874321576;109.25765210704158;0
6/12/2024;-7.73229;109.724908;1
4/27/2024;-6.294034;107.360108;1
6/12/2024;-7.733003;109.725308;1
6/27/2024;-6.873945;109.381499;1
6/24/2024;-6.653894;110.66463;1
6/28/2024;-6.971284;109.09408;1
6/10/2024;-6.981708;109.052992;1
6/11/2024;-6.97431;110.170729;1
6/12/2024;-6.860621;110.79281;1
6/10/2024;-6.929658;109.687584;1
4/28/2024;-6.368177;107.793084;1
6/27/2024;-6.896289;109.429606;1
6/26/2024;-6.905003;109.771357;1
4/28/2024;-6.367125;107.794323;1
6/11/2024;-7.436327;109.352454;1
6/10/2024;-6.960144;109.596089;1
6/12/2024;-7.731481;109.725579;1
4/29/2024;-6.401478;108.323765;1
6/12/2024;-7.731881;109.725802;1
6/11/2024;-6.974823;110.171082;1
6/27/2024;-6.871425;109.392059;1
2024-10-20;-5.841661841456467;105.42799026950615;0
3/16/2024;-6.15035;107.348439;1
6/26/2024;-6.907114;109.772539;1
6/12/2024;-7.732472;109.725831;1
6/24/2024;-6.715662;110.707791;1
4/29/2024;-6.453699;108.076318;1
6/28/2024;-6.995742;109.053442;1
3/19/2024;-6.483055;108.075636;1
3/16/2024;-6.152753;107.338572;1
6/24/2024;-7.740922;109.926825;1
4/29/2024;-6.38532;108.272638;1
6/26/2024;-6.909465;109.745106;1
6/12/2024;-7.715336;109.48856;1
6/11/2024;-7.426609;109.412564;1
6/10/2024;-6.960387;109.595597;1
3/20/2024;-6.363452;107.631925;1
3/16/2024;-6.148187;107.337193;1
3/18/2024;-6.332739;107.401278;1
2024-09-15;-6.910919493153795;113.05627035984872;0
2024-01-15;-7.253296462971077;110.73022921916716;0
6/10/2024;-6.96024;109.594094;1
3/19/2024;-6.481379;108.076399;1
3/19/2024;-6.482297;108.076189;1
3/19/2024;-6.405075;108.324673;1
3/20/2024;-6.364545;107.633789;1
4/28/2024;-6.378201;107.833126;1
4/28/2024;-6.36814;107.792698;1
6/11/2024;-6.960153;110.194588;1
6/25/2024;-7.793663;110.246443;1
4/29/2024;-6.384039;108.272708;1
4/29/2024;-6.384122;108.276928;1
6/12/2024;-7.725843;109.523299;1
3/19/2024;-6.402158;108.324453;1
6/12/2024;-7.715749;109.488984;1
6/12/2024;-7.724528;109.523831;1
6/10/2024;-6.958729;109.598042;1
4/28/2024;-6.355293;107.63977;1
6/24/2024;-6.762725;110.765682;1
6/24/2024;-6.654395;110.664459;1
6/13/2024;-6.859537;110.869287;1
6/11/2024;-6.974914;110.172224;1
6/10/2024;-6.960599;109.596992;1
3/18/2024;-6.29337;107.363154;1
6/12/2024;-7.731997;109.725268;1
4/27/2024;-6.194629;107.494725;1
6/13/2024;-6.861795;110.857067;1
6/15/2024;-7.161249;110.403646;1
6/25/2024;-7.792765;110.246996;1
6/26/2024;-6.909463;109.744653;1
6/11/2024;-7.426549;109.412826;1
4/28/2024;-6.379155;107.831442;1
6/27/2024;-7.410805;109.881368;1
3/19/2024;-6.383531;108.27152;1
6/12/2024;-7.724589;109.524132;1
3/20/2024;-6.36434;107.632387;1
3/20/2024;-6.436892;107.884901;1
2024-09-15;-8.516651642326671;112.65527880905984;0
6/15/2024;-7.124062;110.400001;1
3/18/2024;-6.261501;107.464;1
6/11/2024;-7.426797;109.413571;1
6/24/2024;-6.653778;110.664794;1
6/13/2024;-6.809932;110.963494;1
4/27/2024;-6.214912;107.343149;1
6/26/2024;-6.905914;109.770907;1
6/25/2024;-7.792263;110.246812;1
6/27/2024;-6.896439;109.40639;1
4/27/2024;-6.211294;107.343495;1
4/27/2024;-6.233788;107.465076;1
6/27/2024;-6.89709;109.405905;1
6/10/2024;-6.92172;109.683709;1
2024-10-20;-7.427629723399082;107.69341186971324;0
6/24/2024;-6.76361;110.765246;1
3/20/2024;-6.436445;107.883996;1
6/15/2024;-7.161308;110.403553;1
4/27/2024;-6.258929;107.461498;1
3/20/2024;-6.377936;107.833014;1
6/13/2024;-6.809689;110.965411;1
6/12/2024;-7.595025;109.449605;1
6/25/2024;-7.86874;110.196402;1
6/12/2024;-7.047143;110.534991;1
6/11/2024;-6.906402;110.185454;1
3/16/2024;-6.148635;107.340083;1
6/11/2024;-7.505047;109.375327;1
3/19/2024;-6.402169;108.325353;1
4/27/2024;-6.194008;107.493616;1
4/28/2024;-6.367967;107.794875;1
6/26/2024;-6.901913;109.754976;1
6/15/2024;-7.159026;110.404433;1
3/18/2024;-6.261712;107.462256;1
6/11/2024;-7.426966;109.413446;1
3/19/2024;-6.382955;108.27121;1
6/13/2024;-6.810185;110.96395;1
6/24/2024;-6.653983;110.664599;1
6/24/2024;-6.65291;110.663381;1
6/27/2024;-6.895777;109.430194;1
2024-08-15;-7.978728399594374;113.21137341242496;0
6/11/2024;-6.96097;110.194481;1
6/13/2024;-6.812389;110.806959;1
3/19/2024;-6.401712;108.323281;1
6/11/2024;-7.504464;109.375308;1
6/28/2024;-6.96994;109.094285;1
4/29/2024;-6.40405;108.323585;1
6/11/2024;-7.650307;109.209034;1
3/19/2024;-6.328694;108.302316;1
6/15/2024;-7.160863;110.403767;1
6/25/2024;-7.793152;110.246818;1
6/27/2024;-7.411629;109.880942;1
4/27/2024;-6.211684;107.342801;1
4/29/2024;-6.384708;108.277246;1
3/18/2024;-6.332744;107.401102;1
4/27/2024;-6.217125;107.341726;1
6/28/2024;-6.994658;109.052404;1
6/11/2024;-6.974256;110.170939;1
6/24/2024;-6.71493;110.707115;1
6/12/2024;-7.72497;109.524235;1
6/11/2024;-7.504312;109.374383;1
6/12/2024;-7.638419;109.559464;1
6/10/2024;-6.980835;109.052646;1
6/26/2024;-6.900565;109.75509;1
6/10/2024;-6.92892;109.688655;1
6/11/2024;-7.503933;109.37586;1
4/27/2024;-6.258874;107.462747;1
4/28/2024;-6.355314;107.639549;1
4/28/2024;-6.335758;107.599944;1
6/11/2024;-6.936583;110.218261;1
6/13/2024;-6.809467;110.964597;1
6/11/2024;-7.434509;109.352418;1
6/11/2024;-6.938065;110.219312;1
3/20/2024;-6.362507;107.60646;1
6/15/2024;-7.160755;110.404215;1
6/11/2024;-6.904725;110.184492;1
3/19/2024;-6.330278;108.302778;1
6/11/2024;-7.426698;109.413839;1
3/16/2024;-6.148395;107.339367;1
6/11/2024;-7.504923;109.375076;1
4/29/2024;-6.385001;108.277489;1
6/10/2024;-6.959511;109.595286;1
4/27/2024;-6.258322;107.461352;1
6/12/2024;-7.750267;109.672893;1
6/27/2024;-7.388574;109.67427;1
3/18/2024;-6.333196;107.401104;1
4/29/2024;-6.480314;108.081898;1
6/24/2024;-6.655149;110.664165;1
6/12/2024;-7.732163;109.724892;1
6/24/2024;-7.742721;109.927468;1
4/27/2024;-6.211198;107.343993;1
6/12/2024;-7.03685;110.538429;1
4/28/2024;-6.354928;107.641793;1
4/28/2024;-6.367678;107.794;1
6/11/2024;-7.425905;109.295491;1
6/28/2024;-6.995483;109.05294;1
3/20/2024;-6.369139;107.793389;1
4/29/2024;-6.383343;108.277357;1
6/24/2024;-6.653205;110.66249;1
6/11/2024;-7.614561;109.151795;1
6/11/2024;-6.905445;110.184971;1
6/12/2024;-7.638803;109.559696;1
4/29/2024;-6.40102;108.324696;1
3/19/2024;-6.404412;108.324919;1
3/20/2024;-6.184194;107.372306;1
6/15/2024;-7.158828;110.403895;1
2024-10-20;-5.829169259640806;106.78061574502163;0
4/27/2024;-6.19298;107.494236;1
6/11/2024;-7.426302;109.411978;1
3/20/2024;-6.377737;107.832811;1
6/15/2024;-7.160079;110.404694;1
2024-12-10;-6.018636420461191;106.9397054315255;0
6/27/2024;-6.87055;109.390708;1
6/11/2024;-7.426167;109.413589;1
6/11/2024;-7.650249;109.2093;1
6/26/2024;-6.906371;109.772716;1
2024-06-15;-6.265987201510411;105.44499023368496;0
6/12/2024;-7.639155;109.559763;1
6/15/2024;-7.160941;110.403324;1
3/19/2024;-6.400788;108.324809;1
4/27/2024;-6.194501;107.494101;1
6/11/2024;-6.974468;110.170101;1
4/26/2024;-6.149971;107.348235;1
6/27/2024;-6.871983;109.391498;1
6/25/2024;-7.793464;110.246443;1
3/19/2024;-6.482294;108.076641;1
2024-02-10;-6.48094511939706;106.71415643194388;0
6/27/2024;-6.896917;109.429551;1
6/25/2024;-7.793192;110.246661;1
4/28/2024;-6.37741;107.832487;1
6/24/2024;-7.741081;109.927745;1
6/13/2024;-6.811694;110.911424;1
3/19/2024;-6.481387;108.07606;1
4/29/2024;-6.454298;108.074137;1
6/24/2024;-7.781798;109.948384;1
6/27/2024;-6.897102;109.406774;1
3/19/2024;-6.40408;108.323556;1
6/10/2024;-6.929785;109.687954;1
6/12/2024;-7.726;109.523186;1
6/12/2024;-7.047932;110.534215;1
6/24/2024;-6.763611;110.766603;1
3/20/2024;-6.365507;107.632964;1
6/10/2024;-6.959891;109.597843;1
6/12/2024;-7.715017;109.487612;1
3/19/2024;-6.454874;108.072532;1
6/24/2024;-7.845616;110.315414;1
6/11/2024;-6.975409;110.171206;1
6/12/2024;-7.733162;109.726398;1
6/27/2024;-6.872229;109.3905;1
6/11/2024;-7.426882;109.413588;1
6/27/2024;-7.410428;109.880907;1
6/28/2024;-6.993932;109.052997;1
4/27/2024;-6.234323;107.465147;1
6/11/2024;-6.975069;110.171273;1
3/19/2024;-6.483063;108.076093;1
4/28/2024;-6.336821;107.600412;1
6/11/2024;-7.434387;109.352652;1
4/29/2024;-6.385165;108.276346;1
6/24/2024;-7.74165;109.927173;1
6/15/2024;-7.499472;110.770944;1
4/27/2024;-6.211492;107.3431;1
6/15/2024;-7.123532;110.400326;1
6/11/2024;-6.960334;110.193605;1
6/26/2024;-6.907924;109.75028;1
6/27/2024;-6.895811;109.406863;1
6/28/2024;-6.994912;109.053648;1
6/11/2024;-6.974618;110.172179;1
6/11/2024;-6.906509;110.184534;1
6/11/2024;-7.426436;109.413541;1
3/18/2024;-6.294464;107.360166;1
6/12/2024;-7.71488;109.487655;1
6/25/2024;-7.869692;110.196436;1
6/26/2024;-6.90857;109.748728;1
4/29/2024;-6.324444;108.302861;1
4/29/2024;-6.4528;108.07549;1
6/11/2024;-6.974959;110.171332;1
6/27/2024;-6.874169;109.38307;1
6/12/2024;-7.638236;109.559471;1
6/11/2024;-7.649609;109.208738;1
6/13/2024;-6.862973;110.857714;1
4/29/2024;-6.454046;108.070704;1
6/28/2024;-6.995799;109.053605;1
3/20/2024;-6.363282;107.630951;1
6/12/2024;-7.036595;110.53897;1
6/11/2024;-6.93827;110.218851;1
6/24/2024;-6.652786;110.663682;1
6/11/2024;-6.975035;110.170272;1
6/26/2024;-6.910276;109.745077;1
3/20/2024;-6.360644;107.606333;1
4/28/2024;-6.360522;107.607949;1
6/12/2024;-7.725223;109.523745;1
2024-08-15;-7.025301409138045;108.57434463385312;0
4/27/2024;-6.21677;107.341327;1
4/27/2024;-6.192524;107.495137;1
6/11/2024;-6.937722;110.21818;1
6/13/2024;-6.866808;110.870527;1
6/11/2024;-7.650229;109.209692;1
6/28/2024;-6.96989;109.093943;1
3/16/2024;-6.148972;107.340363;1
3/18/2024;-6.292249;107.362072;1
6/24/2024;-6.714493;110.708033;1
6/28/2024;-6.995353;109.053161;1
6/13/2024;-6.868359;110.871325;1
6/12/2024;-7.638985;109.558606;1
3/19/2024;-6.481827;108.07698;1
6/26/2024;-6.906798;109.772168;1
4/26/2024;-6.149357;107.34819;1
6/12/2024;-6.861772;110.792804;1
6/28/2024;-6.994582;109.054199;1
6/25/2024;-7.793627;110.246903;1
4/27/2024;-6.194191;107.493446;1
6/26/2024;-6.9086;109.750444;1
6/25/2024;-7.792138;110.247384;1
4/28/2024;-6.37861;107.833319;1
6/10/2024;-6.961182;109.598061;1
6/16/2024;-7.476944;110.23825;1
6/26/2024;-6.907469;109.771939;1
4/28/2024;-6.355481;107.64164;1
6/24/2024;-6.655156;110.664006;1
4/27/2024;-6.212198;107.343499;1
6/11/2024;-7.42616;109.413549;1
6/11/2024;-6.974294;110.17119;1
4/27/2024;-6.293462;107.36238;1
4/27/2024;-6.214997;107.343825;1
4/28/2024;-6.367819;107.795526;1
6/10/2024;-6.982475;109.053364;1
2024-04-15;-8.144912273641427;112.92935507964638;0
2024-05-20;-6.0835109978108735;106.52990147314446;0
6/11/2024;-6.937689;110.218853;1
6/13/2024;-6.812169;110.911453;1
6/13/2024;-6.867227;110.870642;1
6/10/2024;-6.960639;109.597255;1
6/11/2024;-6.938111;110.218345;1
6/27/2024;-7.388507;109.674755;1
6/12/2024;-7.74884;109.67397;1
6/10/2024;-6.929145;109.688924;1
4/28/2024;-6.362731;107.608598;1
3/19/2024;-6.382675;108.271153;1
6/11/2024;-7.434684;109.353134;1
3/20/2024;-6.36462;107.632817;1
4/27/2024;-6.192569;107.494198;1
6/11/2024;-7.613444;109.152343;1
6/13/2024;-6.85914;110.867322;1
6/27/2024;-6.896629;109.406168;1
6/12/2024;-7.725963;109.523898;1
6/11/2024;-7.503331;109.374686;1
6/24/2024;-6.715831;110.707143;1
6/10/2024;-6.960834;109.59384;1
4/27/2024;-6.233773;107.468237;1
6/27/2024;-6.870703;109.390553;1
3/16/2024;-6.212374;107.344054;1
2024-11-15;-5.885928446686943;106.91764552709076;0
6/12/2024;-7.733291;109.726027;1
6/27/2024;-6.871862;109.392114;1
6/11/2024;-7.426443;109.413622;1
6/11/2024;-7.426182;109.413672;1
4/27/2024;-6.292363;107.361597;1
